source,target,weight
blog,uptake,1
stuff,mean,1
video,science,1
about,thought,1
husband,yesterday,1
wrong,Pussy,1
phone,back,1
promiscuity,increase,1
it,neck_cancer,1
sad,clean,1
Cervix,population,1
warts,infect,1
contagious,can,1
oral_sex,avoid,1
coverage,important,1
work,Monday,1
man,because,3
infertility,side,3
back,exam,1
education,free,1
I,parental,1
school,college,1
sad,throat_cancer,1
want,stats,1
spread,prevent,2
fuck,stupid,5
finger,infect,1
GSK,force,1
test,day,1
make,regular,1
affect,man,3
Gardasil_vaccine,can,3
effect,body,1
Twitter,bitch,2
source,breast,1
woman,conversation,1
ignorance,disease,1
rape,low,1
girl,freak,1
force,daily,1
phone,year,1
breast,important,2
think,mammogram,1
have,law,1
nervous,speak,1
good,hate,1
work,book,1
group,write,1
warn,researcher,1
late,life,1
touch,period,1
Human_Papillomavirus,throat_cancer,4
like,pregnant,2
yesterday,answer,1
screen,routine,1
I,speech,4
affect,study,2
like,episode,1
pap_smear,detect,31
I,executive,3
tomorrow,cousin,1
issue,read,1
education,debate,4
clear,benefit,1
attention,link,1
risk,pregnancy,5
feel,child,1
help,campaign,1
news,hit,1
experience,lack,1
scared,pap_smear,12
funding,policy,1
send,human,1
researcher,simple,1
jab,vaccine,2
benefit,prevent,2
American,letter,1
risky,woman,5
like,STI,2
HPV,job,1
effective,Cervarix,2
Bachmann,Paul,1
can,public,3
idea,remove,1
vaccination,service,1
clinic,run,1
walk,hell,1
tell,abnormal,4
shut,miss,1
put,get,5
support,HIV,1
nigga,appointment,3
girl,Monday,1
come,warts,1
recently,life,1
routine,woman,1
simple,fight,1
know,access,1
surprise,pap,1
till,like,3
round,body,1
awkward,HPV,3
woman,note,2
make,shoot,2
smoke,Pussy,1
head,have,3
health,medical,2
remember,young,1
public,shame,1
let,government,2
harm,high,1
power,campaign,1
medical,death,2
life,back,3
Douglas,conversation,1
pap_smear,health_insurance,1
comment,make,1
visit,vaccine,1
vaccine,whore,1
help,address,1
STI,cancer,2
help,beat,2
happen,year,1
research,report,1
kid,immune,1
school,quick,1
full,episode,1
hepatitis,vaccination,2
America,India,1
woman,family,2
smear,hair,1
story,Monday,2
genital,half,1
have,Texas,1
fact,doctor,1
gay,stick,1
cancer,list,1
sgelection,Merck,1
group,advice,1
know,Pussy,2
health,hand,1
controversial,vaccination,1
nigga,show,3
I,research,5
arm,boy,1
cut,breast,4
smear,tie,1
Michael_Douglas,Pussy,3
surprise,DNA,1
shit,AIDS,1
scare,lady,1
list,news,1
ready,breast,1
I,article,9
test,result,3
reveal,cancer,2
HPV,notice,2
effective,invasive,3
order,she,1
woman,rate,5
study,evidence,4
feel,answer,1
study,major,1
worth,young,1
vaccination,death,1
mean,stop,2
believe,like,5
feel,HPV,9
HPV,response,2
protection,information,1
fire,fox,1
like,failure,1
family,cause,1
government,politics,1
food,aware,1
student,week,1
talk,kid,2
surprise,find,1
cancer,healthcare,1
poor,today,4
fund,contraception,1
arm,totally,1
access,urge,1
cost,information,1
do,month,1
feel,high,1
find,rare,1
something,boy,1
husband,cervical_cancer,1
help,date,1
book,awareness,1
shit,time,1
daughter,question,2
complete,series,2
regular,nigga,1
swear,hurt,1
awareness,school,1
think,control,1
MT,link,1
get,time,7
risk,tobacco,3
get,healthy,2
she,kill,3
learn,cancer,1
cost,sex,1
pay,boy,1
Google,help,2
immunization,Cervarix,1
program,healthy,1
cancer,speak,1
American,statement,1
throat,Pussy,2
question,get,1
picture,daughter,1
money,lie,1
disease,human_papilloma,1
type,dog,1
Bill,CDC,1
get,play,1
vaccine,test,3
worse,AIDS,3
Merck,injection,1
I,ill,6
small,it,2
mean,cause,3
have,increase,3
cervical_cancer,white,3
read,long,1
diagnosis,genital,1
spread,Cervix,1
dog,room,1
old,vaccinate,4
time,today,1
feel,ill,4
tooth,decrease,1
controversy,parent,1
close,hit,1
daughter,teenage,1
virus,lot,1
listen,importance,1
immune,key,1
read,teenage,1
cancer,absolutely,1
like,make,7
deadly,learn,1
doctor,act,1
death,birth,1
HPV,knowledge,3
post,wrong,1
decline,risk,1
number,worldwide,1
due,worldwide,2
awful,HPV,1
big,drop,1
I,remember,32
gross,nasty,1
pap_smear,show,5
fuck,government,3
question,abnormal,1
cervical,number,1
dat,due,1
human,cancer,2
stop,learn,1
Prevention,Merck,1
MT,STI,1
herpes,STD,2
cervical_cancer,vaccine,253
price,it,1
doctor,mine,1
healthy,eat,1
turn,Internet,1
due,injection,1
believe,importance,1
sore,school,3
main,it,2
spend,family,1
prostate,about,1
worth,back,1
option,like,1
tweet,have,3
book,it,2
cheap,birth_control,1
Texas,executive,1
governor,talk,1
worst,sex,1
Guess,win,1
vaccinate,talk,1
stay,know,1
HPV_vaccine,so,1
live,big,1
update,mine,1
Hep,science,1
clinic,plan,1
funding,because,1
sit,Michael,1
pap_smear,Gardasil,3
due,indian,1
decrease,rate,1
business,know,1
eye,news,1
vaccine,think_progress,1
million,beat,1
man,GSK,1
Michelle,like,1
cancer,screen,7
month,Cervix,1
girl,Pussy,2
simple,discussion,1
infection,like,3
Merck,back,2
expensive,risky,1
get,vaccinate,78
son,Cervarix,1
Prevention,work,1
aunt,Michael,1
tool,reduce,1
uptake,remain,1
public,advocate,1
want,tell,1
political,statement,2
safety,check,1
relate,breast,1
smoke,do,1
teenage,sex,4
small,lot,1
smart,correct,1
contact,person,5
expert,Douglas,1
half,current,1
developer,speak,1
check,source,1
cover,check,1
HPV,tv,2
oral_sex,HPV_Infection,10
hope,I,19
morning,doctor,1
throat_cancer,die,1
damage,immune,1
worldwide,AIDS,4
woman,reason,1
promise,cervical_cancer,2
cervical,information,1
HPV_vaccine,sick,6
injury,real,1
party,get,2
fight,population,1
cancer,child,1
picture,drop,1
cause,get,23
about,deserve,1
HPV,world,12
shoot,teenage,1
song,test,1
tumor,take,1
oral_health,disease,2
anymore,put,1
detection,find,1
close,attention,1
I,home,13
scare,something,1
CDC,top,1
recommend,doctor,1
CDC,contact,1
drug,head,5
trial,stop,1
word,vagina,1
change,smear,1
shoot,bitch,3
case,GOP,1
vax,uptake,6
part,power,1
white,teenager,1
pap_smear,vaccine,4
need,good,3
prevent,story,1
cousin,put,1
cancer,drop,1
rate,genital,1
get,excuse,1
injection,cause,1
message,can,1
blog,provide,1
kind,high,1
wear,life,1
spell,safe,1
MT,health,1
cancer,relationship,1
smear,live,1
stand,abnormal,1
break,study,2
news,can,7
picture,Friday,1
vaccine,come,1
benefit,cost,1
have,mean,9
scientist,girl,1
face,chance,1
woman,birth,3
I,recently,5
lesbian,find,1
adult,sexual,1
early,learn,1
tweet,yesterday,2
I,student,2
listen,special,1
can,number,2
Paul,make,1
young,HPV_shot,1
take,awkward,1
diagnose,oropharynx,1
schedule,Cervarix,1
get,oral,8
India,pay,1
school,program,1
low,effective,2
do,contract,2
CDC,day,1
girl,breast,1
vaccine,cancer,29
research,series,1
ass,get,7
cancer,college,1
risk,school,1
physician,detection,1
politics,vaccine,2
week,human,1
mandate,parent,1
carry,death,1
important,visit,1
lead,teen,16
check,baby,1
partner,wart,1
year,Harry,1
today,aware,1
pain,back,3
sex,genital,2
cancer,due,14
fund,Gardasil,1
idea,have,1
raise,friend,1
injection,yesterday,3
lead,CBS,1
come,help,2
lot,hear,1
parent,social,1
day,schedule,1
preventable,rare,1
doctor,push,1
respond,trial,1
community,control,1
old,daily,1
take,dick,3
Paul,source,1
long,common,1
feel,vaccine,3
fire,money,1
woman,detection,2
Gardasil,Prevention,6
Gardasil,wrong,5
prevent,today,1
HPV_vaccine,protection,1
current,major,1
need,watch,1
mom,dose,1
receive,Hep,1
HPV,ethic,1
year,survive,1
CDC,infect,1
doctor,call,1
good,she,1
papillomavirus,vaccinate,1
help,relate,1
injection,Prevention,1
Human_Papillomavirus,medical,1
hard,news,1
make,I,25
needle,Jade,1
medical,herpes,1
vaccine,expose,1
vaccine,Japan,2
screen,family,1
early,wait,2
tonight,pap_smear,1
important,post,1
life,vaxfax,1
round,injection,1
safe,press,1
emotional,Gardasil,1
rape,time,2
point,thought,2
cancer,oppose,1
color,month,1
tv,sexual,1
Republicans,birth_control,1
chicken,pap,1
health,anal,3
woman,admit,1
vaccine,real,2
period,hour,1
research,short,1
call,fox,1
fight,medical,1
old,hair,1
need,pregnancy,1
pap,condom,3
Parkers,die,2
link,screen,1
hear,case,1
political,like,1
blame,Gardasil,4
policy,petition,1
HPV,viral,6
treatment,service,1
age,positive,2
like,pregnancy,2
mouth,pap,2
get,jab,24
carry,virus,4
come,find,2
country,price,1
money,save,1
people,breast_cancer,3
infection,Human_Papillomavirus,4
story,fact,1
media,link,1
woman,boy,3
share,life,1
hurt,do,3
schedule,appointment,4
bitch,do,10
cancer,tax,1
sign,something,1
drink,bad,1
Pussy,can,4
protect,school,1
month,finally,1
doctor,flu,1
today,blood,2
throw,support,1
leg,injection,1
support,pay,1
lack,treatment,1
want,scientific,1
take,Prevention,1
work,day,3
pap_smear,sexual,4
health,Pharma,1
Latinas,cervical_cancer,7
surprise,Gardasil,2
medicine,effective,1
know,thing,4
wrong,like,1
school,sore,1
have,let,8
due,Prevention,1
state,female,1
key,check,1
black,receive,1
stats,American,1
cervical_cancer,hot,2
sex,prevent,4
want,drop,2
body,news,1
test,cell,1
HPV,option,4
stress,human,1
ABC,pap,1
concern,read,1
work,USA,1
suck,dick,9
wart,vaccine,1
carry,it,11
year,Merck,1
business,cervical_cancer,2
indian,cervical,1
get,mammogram,7
health,routine,1
woman,regular,30
time,put,1
HPV_vaccine,stay,1
school,base,1
can,health_care,1
schoolgirl,HPV,2
activity,cervical,1
sore,hell,1
today,government,1
response,call,1
boy,shoot,3
wat,promise,1
nigga,man,1
alter,public,2
health,part,2
afford,issue,1
common,cause,40
year,consent,2
go,finish,1
it,genital_wart,2
woman,change,1
Gardasil,sick,3
nun,pap,1
vaccinate,increase,1
school,tonight,1
early,cancerous,1
book,find,1
have,make,9
have,end,1
child,ask,1
vote,lethal,18
ass,time,1
patient,stage,1
year,big_deal,2
gay,relate,1
safe,fuck,3
need,HPV_shot,2
it,cancer_vaccine,3
round,fuck,3
partner,increase,1
baby,harm,2
live,importance,1
follow,test,1
drop,perform,1
skin,screen,1
virus,wear,1
piss,fuck,1
cervical_cancer,point,3
CDC,safety,2
Twitter,name,2
want,cause,1
Twitter,woman,1
simple,key,1
India,surgery,1
flu,HPV,6
advocate,girl,2
article,group,1
come,morning,1
promise,advance,1
pap_smear,slut,1
girl,chick,1
virus,move,1
young,person,1
way,vaccine,4
science,year,1
can,send,1
Cervarix,world,1
short,post,1
official,stop,1
free,STI,3
Michael_Douglas,cancer,14
disease,brain,1
current,Prevention,1
thought,flu_shot,1
Bachmann,thing,1
receive,message,1
make,priority,2
report,post,2
shoot,healthy,3
drug,HPV_vaccine,3
infect,pass,1
activity,protect,1
HIV,violence,1
chick,get,4
boy,expert,1
reduce,relate,2
piece,Merck,1
force,drop,1
hurt,hold,1
oral_sex,can,22
sex,know,1
Parkers,yesterday,1
mammogram,American,1
year,faith,1
event,page,1
Michelle,morning,1
add,stuff,1
panel,routine,3
gonorrhea,risk,1
GOP,Bachmann,1
do,vaccination,2
male,back,1
happen,fact,1
run,car,1
want,news,1
information,want,1
governor,piece,1
can,information,1
tomorrow,painful,1
doctor,comment,1
woman,immunisation,1
PlannedParenthood,cervical_cancer,12
white,cervical_cancer,3
save,worldwide,1
she,mean,1
common,report,1
jag,back,1
tired,Gardasil,1
plan,advance,1
smear,recommend,1
mandate,move,1
lady,listen,2
HPV,grow,1
injury,line,2
injection,doctor,1
harm,effect,1
information,reduce,1
need,Guess,2
till,lesbian,1
patient,face,1
detect,address,1
lung,news,1
half,symptom,1
healthcare,state,1
fuck,good,2
public,tell,1
patient,test,1
sense,regular,1
phone,have,2
take,screen,2
back,news,1
breast,lady,1
Bill,Gardasil,1
relationship,Perry,1
lot,sexual,1
hurt,half,4
treat,smoke,1
awareness,believe,1
fight,retardation,1
year,thousand,1
HPV,movie,2
high,Monday,3
need,vagina,2
cover,care,2
sexy,spot,1
avoid,hysterectomy,1
sexual,expose,1
follow,urge,1
debate,continue,1
happen,genital,1
health,need,3
way,tomorrow,2
common,offer,1
trust,tell,2
stop,male,1
silent,have,1
scare,fall,1
friend,it,5
ad,shoot,1
reach,critical,1
protection,community,1
slut,cause,3
she,win,2
cancer,ObamaCare,1
agree,school,1
high,time,1
STD,control,1
top,common,1
prevent_HPV,cancer,1
hospital,awareness,1
give,think,1
need,oral_sex,1
place,buy,1
week,mammogram,1
press,FDA,1
vagina,check,2
mess,carry,1
tell,awareness,1
hurt,final,1
active,I,1
son,exam,1
beat,sad,1
party,HPV,1
show,cunt,1
fuck,half,1
teenage,news,1
fuck,today,7
decision,parent,1
cancer,religious,1
help,human,1
education,important,1
Walgreens,suggest,1
blood,Gardasil,2
world,come,1
mom,strain,1
negative,cut,3
post,stop,1
main,woman,2
press,Prevention,1
vote,Gardasil,1
totally,Romney,1
Advaxis,UK,1
HPV,papillomavirus,2
cancerous,have,1
chance,breast,1
come,infection,1
life,female,1
herpes,easy,1
treatment,know,1
I,flu_shot,19
week,regular,1
good,laugh,2
infect,form,1
news,Yvette_Wilson,2
datum,back,1
sexually_active,I,2
die,girl,1
it,human,1
night,stand,1
screen,mouth,1
vaccination,CNN,1
risk_factor,cervical_cancer,3
GOP,bad,1
needle,tweet,5
like,prevent_HPV,1
know,yall,1
shoot,long,2
stage,Gardasil,1
star,battle,4
Palin,CDC,1
vaccination,prevent,11
multiple,test,1
sex,smell,1
contract,oral,4
bet,day,1
recent,article,2
wart,I,2
media,hurt,1
worst,thing,23
sexual,HPV,8
pill,protect,1
awareness,stop,2
India,campaign,2
ask,mammogram,1
spread,STI,1
HPV,excuse,1
run,mouth,1
increase,get,1
refuse,apologize,1
lady,cell,1
name,wrong,1
require,Texas,1
multiple,choice,1
can,healthy,2
vaccine,girl,27
vaccination,immigrant,1
let,voice,1
shut,cervical_cancer,1
kid,know,1
dat,take,2
answer,survey,1
shit,fall,1
America,Gardasil,1
wart,treatment,1
thing,it,14
yesterday,smear,1
wait,wat,1
shit,weak,1
painful,health,1
I,encourage,2
relate,oral_sex,1
round,Gardasil,3
nigga,give,6
drug,clear,1
condom,gonorrhea,1
genital_wart,pregnancy,1
HPV,exam,1
update,include,1
it,back,12
play,critical,1
mention,part,1
think,vaccination,6
moment,post,1
jab,decision,1
study,world,2
get,indian,1
let,stand,1
get,major,1
warts,immune,1
high,final,1
year,normal,1
week,cancer,5
pain,worst,1
human,papillomavirus,3
require,end,1
speak,throat,1
problem,vaccine,1
tie,time,1
RIP,monther,1
Bachman,take,3
information,actual,1
let,treat,1
sex,kid,1
get,illness,1
speech,forget,1
woman,cheap,1
share,knowledge,1
small,change,1
pain,breast_cancer,1
sgelection,happen,1
lie,make,1
campaign,woman,4
sex,want,2
parent,final,1
sex,play,1
expert,worry,1
raise,woman,2
report,stay,1
male,know,3
HPV_vaccine,response,2
kill,treatment,1
top,responsible,1
drink,alcohol,3
pregnancy,data,1
deny,claim,1
doctor,expect,2
time,baby,1
abortion,scientific,1
stop,trial,1
moment,work,1
post,FDA,1
read,get,5
date,chick,1
final,get,1
January,mean,1
something,name,1
Monday,shit,2
mad,come,1
focus,breast,1
apparently,year,3
effective,virus,3
thought,half,1
can,stuff,1
need,pap_smear,108
report,half,3
cervical,report,1
support,pray,1
article,give,1
order,find,1
promiscuous,male,1
need,invasive,1
rate,relate,1
get,listen,8
Republicans,woman,1
deal,India,1
common,invasive,1
tv,woman,1
pay,ACA,1
school,awareness,1
tell,cancer,1
HPV_vaccine,shut,1
pill,cervical_cancer,3
Cervix,head,1
focus,screen,1
hour,receive,1
clinical,scientific,1
dental,ten,1
global,safe,1
plan,place,1
transmission,it,2
truth,health,1
round,cervical,1
can,do,6
reduce,have,1
hey,Bachman,1
lucky,HPV,2
year,avoid,1
circumcision,help,3
practice,question,1
education,like,1
song,record,1
afraid,needle,1
Cervarix,article,1
official,awareness,9
it,book,1
prevent_HPV,cervical_cancer,4
debate,live,1
jab,heart,1
time,ass,1
tobacco,infection,1
stay,cancer,1
fight,work,1
way,transmission,1
can,husband,1
need,ABC,1
oral_cancer,deadly,2
cancer,crap,2
woman,quick,1
access,petition,1
play,way,1
week,dat,1
education,Gardasil,1
stay,HPV_vaccine,1
vaccine,abnormal,2
get,arm,5
school,nurse,4
global,star,1
mammogram,pay,1
nigga,HPV,40
cover,insurance,1
chemo,day,1
boy,Gardasil,4
look,politics,1
hair,week,1
Walgreens,Republicans,1
need,hand,2
Guess,old,1
form,Cervix,1
woman,full,1
ovarian,find,1
protect,major,1
change,grow,1
give,husband,1
consent,abortion,1
tax,breast_cancer,1
uncomfortable,she,1
woman,strain,1
do,daily,1
weird,baby,1
FoxNew,girl,1
watch,night,1
finally,cervical,1
spend,pap,1
link,recent,1
find,Bachmann,1
world,save,1
page,discuss,1
Gardasil,mental,1
find,key,1
response,cancer,1
Cervarix,worry,1
genital_wart,STD,2
key,immune,1
survey,UK,1
look,news,1
woman,lesbian,3
symptom,oral,1
immunisation,reduce,1
AIDS,can,1
report,major,1
have,thought,7
question,daily,1
big,take,1
put,place,1
small,I,1
male,aware,1
HPV,promise,3
healthy,update,1
routine,have,1
update,count,1
researcher,doctor,2
give,chick,2
website,HPV,1
sexually_active,make,1
start,make,1
close,go,1
student,promote,1
parent,sex,2
Catholic,policy,1
play,cervical,1
smoke,body,1
source,Reuters,1
eat,think,2
deadly,developer,1
HPV,2006,1
ago,want,1
publish,kill,4
like,friend,1
million,Gardasil,3
pregnancy,know,1
event,link,1
I,refuse,9
researcher,ask,1
medicine,cervical,1
throat,cause,20
January,check,2
son,big,1
do,can,4
effect,warn,1
information,cancer,10
HIV,affect,1
side,arm,2
limit,high,1
injection,year,1
expect,cut,1
woman,negative,3
put,media,1
type,death,1
Friday,cancer,1
find,can,6
want,add,1
can,sexual_activity,2
can,late,1
remind,pap_smear,1
live,Romney,1
scientist,close,1
meningitis,day,1
deal,vaccine,1
bit,hate,1
safety,policy,1
benefit,raise,1
smear,sexual,1
group,cervical,1
trust,HPV,2
want,give,8
study,Pharma,1
it,figure,1
age,RIP,1
herpes,read,1
physical,school,1
your,due,1
vaccine,throat,3
experience,cancer,1
Human_Papillomavirus,woman,13
look,data,2
activity,injury,1
save,dude,1
note,recently,1
is,like,2
HPV,press,1
tomorrow,jab,3
awareness,free,2
HPV_vaccine,condom,3
super,fuck,2
prevent,datum,1
cell,phone,2
Latinas,die,4
preventable,vaccination,2
social,media,9
important,sick,1
painful,hurt,1
warts,effect,1
something,pap_smear,2
class,woman,1
plan,protect,1
believe,health,1
multiple,Forbes,1
old,commercial,1
vaccinate,side_effect,1
till,burn,1
Gardasil,prove,1
home,she,1
question,Gardasil,1
year,leave,1
topic,ABC,1
injury,learn,1
nigga,think,2
negative,can,3
suck,breast,2
test,Jade,1
excuse,woman,2
myth,effective,1
like,mean,2
love,deserve,1
can,diagnose,2
type,people,1
I,UK,1
hit,number,1
papillomavirus,main,1
extreme,word,1
health,thought,1
CNN,CDC,1
form,skin,1
thing,free,1
detection,Prevention,2
bit,fight,1
adult,autoimmune,1
HPV_vaccine,painful,16
pap_smear,yall,3
fuck,safe,1
FDA,ad,1
information,politics,1
focus,Africa,1
tampon,pap,1
hot,side,1
man,finish,1
daughter,people,2
include,study,1
dick,sit,1
video,young,2
Japan,move,1
treatment,reach,1
post,Merck,1
make,preventable,1
gyn,schedule,1
STD,hey,1
Awareness_Month,death,1
pain,sexual,1
commercial,awkward,2
hot,name,1
so,doctor,3
Perry,guy,1
program,patient,1
decrease,UK,1
issue,scientific,1
test,recently,2
sick,healthy,1
family,close,1
lose,chance,1
series,yesterday,1
negative,hoe,1
win,watch,1
can,cure,1
chick,avoid,1
vagina,day,1
jag,worst,1
ready,HPV,3
bet,smoke,1
important,cancer,4
believe,virgin,1
month,check,2
gynecologist,year,3
woman,mental_retardation,3
practice,report,1
recent,experience,1
Bachmann,mind,1
Africa,young,1
vote,change,1
HPV_vaccine,mandate,8
parent,illness,1
have,smoke,3
wait,have,4
ask,need,1
worldwide,medicine,1
CDC,debate,1
nigga,tongue,1
sister,wife,1
she,medical,2
insurance,Ron,1
vagina,due,1
promote,benefit,1
dead,I,8
sign,teenage,8
study,protect,12
thing,night,1
irresponsible,vaccine,1
child,disease,1
get,ACA,1
offer,mammogram,1
find,warts,1
it,type,4
fun,fail,1
go,hair,1
American,african,1
papilloma,mean,1
pregnancy,exam,1
expect,2006,1
event,call,1
nigga,respect,1
drug,deadly,2
make,survey,1
push,woman,10
news,back,3
sister,young,1
spot,HPV_vaccine,1
help,decrease,2
link,home,1
common,cold,2
medicine,skin,1
Merck,effect,1
Gardasil,matter,3
gyn,service,1
body,Nigeria,1
cost,low,1
pass,scared,1
provide,information,2
Gardasil,song,1
fund,Nigeria,1
visit,like,1
health,folk,1
long,list,1
can,month,2
can,wrong,5
test,fuck,2
free,drink,1
small,time,2
slow,tumour,1
man,cheap,1
call,pap_smear,22
ObamaCare,HIV,1
star,human,1
HPV_vaccine,tell,11
live,skin,1
friend,morning,1
I,important,5
cervical_cancer,push,2
Perry,support,2
friend,pass,1
article,know,1
think,stuff,1
remember,check,1
support,cancer,2
schedule,think,1
important,today,1
cancer,vaccination,11
raise,sister,1
ask,talk,1
campaign,girl,1
smear,exam,1
tooth,get,1
need,sign,3
episode,report,1
attack,claim,1
HPV_vaccine,recommend,1
life,want,1
Republicans,Obama,1
bitch,partner,1
mom,ago,3
foot,dick,1
office,pap,1
cause,stupid,2
effect,cool,1
follow,have,1
pap_smear,service,2
cancer,mention,2
piece,chicken,1
listen,speak,1
issue,government,2
number,test,1
Gardasil,arm,4
remember,yall,1
work,treatment,1
victim,record,1
stop,bitch,3
vaccination,Catholic,2
give,job,1
protection,get,3
night,slut,1
shoot,Pussy,2
pregnancy,man,2
tie,heart,1
child,till,1
symptom,fact,1
CBS,ABC,1
way,thing,1
something,inside,2
HPV,exposure,4
people,survive,2
write,something,1
stop,consent,1
claim,shut,2
check,recently,1
question,vax,1
strain,time,1
attention,come,1
life,young,1
woman,penis,1
school,campaign,1
end,speech,1
something,thought,1
chick,nasty,1
STD,she,4
panel,tell,1
today,fuck,6
random,CBS,2
schoolgirl,dead,1
lady,visit,1
tweet,time,1
global,research,1
gyn,annual,2
STD,science,1
page,NHS,1
girl,wrong,3
symptom,protect,1
market,HPV,18
like,throat,2
head,pay,1
it,vaccine,13
expert,give,1
occur,cancer,1
due,put,1
virgin,woman,1
expert,know,1
vax,controversy,1
recent,year,1
high,active,1
spend,home,2
today,lead,1
woman,practice,1
HPV,help,14
hold,vaccination,1
I,patient,2
exam,name,1
wart,HIV,1
free,sexual,1
system,human,2
vax,black,1
girl,oppose,1
young,surprise,1
malignant,disease,1
old,life,24
treatment,life,2
give,due,2
kick,week,1
cervical_cancer,thing,19
inform,stay,1
guy,call,2
mail,scare,1
truth,vaccine,2
event,require,1
come,involve,1
policy,school,1
suggest,rise,1
Yvette_Wilson,can,1
complete,advocate,1
vaccinate,GSK,1
day,healthy,1
mammogram,care,1
help,head,4
trust,campaign,1
real,uncomfortable,1
special,Monday,1
black,guy,2
case,young,2
lack,cause,1
fight,USA,1
I,phone,9
put,doctor,2
tumor,male,1
young,shoot,1
Coochie,bitch,1
safety,update,1
part,health,1
blood,shoot,1
word,breast,1
make,public,1
high,January,1
character,it,1
campaign,ready,1
vax,vaccinate,1
year,birth,2
it,watch,3
daughter,small,1
Merck,controversial,1
program,Pharma,1
young,cervical_cancer,32
protection,CBS,1
today,head,1
allow,tell,1
class,have,2
woman,live,1
fire,conservative,1
smear,fun,1
put,birth_control,1
state,control,1
support,sadly,1
vagina,cancer,3
failure,diagnose,5
encourage,family,1
Merck,drop,6
I,video,4
warts,injury,1
protect,gonorrhea,1
lady,minute,1
cancer,lack,1
boyfriend,sex,1
smear,yesterday,1
school,receive,1
case,teenager,1
million,early,1
public,need,2
talk,condom,1
conversation,turn,1
Awareness_Month,screen,1
something,health,1
add,pap_smear,1
it,plan,1
expert,routine,1
I,cunt,1
HPV,topic,2
today,hold,2
tonight,game,1
public,hear,1
vax,crazy,1
law,big,1
can,pap_smear,48
Latinas,group,3
NHS,rare,1
age,HPV,4
promiscuity,it,1
Merck,problem,1
rate,time,1
sex,low,2
chick,give,1
she,retard,3
class,shit,1
type,contraception,1
huge,tax,1
know,cervical_cancer,69
girl,add,1
American,effective,1
Sleep,woman,1
oral_cancer,part,1
end,think,1
risk,cause,3
benefit,male,1
symptom,believe,2
sit,talk,1
worse,cancer,2
major,make,1
Yvette_Wilson,news,4
pill,get,1
cervical,incidence,1
home,public,1
wrong,bad,2
clinic,girl,1
concern,executive,1
bitch,close,1
complete,part,1
learn,side,1
breast,get,5
problem,choice,2
STD,promiscuity,1
important,lung,1
read,make,1
safety,world,1
wait,know,1
vaccination,pray,1
Nytime,health,1
body,pass,1
miss,point,1
DNA,pap,2
close,breast,1
stand,life,1
shit,breast_cancer,1
eat,cervical,2
decline,link,1
open,I,7
shoot,college,1
HPV,herpes,49
information,promise,1
lead,lady,1
stuff,teenager,1
pro,sex,1
responsible,teenager,1
like,pass,2
effect,final,1
blame,positive,1
have,explain,1
HPV,personal,2
papilloma,wart,1
link,risky,1
God,start,1
kill,smear,2
matter,woman,1
panel,today,1
yesterday,want,1
want,pass,1
battle,screen,4
pap,risk,2
finally,condom,1
screen,target,1
talk,vaccinate,2
watch,send,1
school,note,1
advice,put,1
early,help,4
negative,cell,1
bad,media,1
old,recommend,1
event,power,1
quick,hear,1
walk,back,1
doctor,adverse,1
research,half,1
nurse,I,5
hospital,super,1
partner,symptom,1
stuff,get,1
get,happen,2
need,appointment,1
check,ask,1
terrible,horrible,4
lot,know,5
ask,important,1
quick,thought,1
main,smoke,3
important,parent,1
Twitter,cancer,1
follow,die,1
cervical_cancer,access,3
day,kind,1
STD,story,1
it,put,7
half,female,2
cancerous,it,1
hit,Bachmann,1
power,ask,1
free,cause,1
kind,misinformation,1
bad,cancer,4
reason,pretty,1
vaccinate,hepatitis,1
boy,walk,1
defend,government,1
teacher,girl,1
clinic,access,1
cure,positive,2
DNA,report,1
worldwide,common_cancer,1
young,drink,2
simple,poor,1
news,vax,1
Michael_Douglas,Human_Papillomavirus,2
HPV_shot,need,1
victim,parent,1
girl,lose,1
stick,neck,1
warn,abnormal,1
provide,STD,1
recently,body,1
weird,cancer,1
have,form,4
lube,sexual,1
girl,dumb,1
law,Perry,1
main,event,1
Cervarix,infection,1
follow,call,1
she,day,3
school,controversial,1
poor,vaccine,4
want,schedule,2
blood,HPV,19
discuss,correct,1
infection,oral,3
hard,pap_smear,6
child,pay,1
country,it,2
protect,dangerous,1
watch,standard,1
sound,message,1
oral,quote,1
Tony,guy,1
deadly,require,1
it,spell,2
nasty,pass,1
happen,have,5
promiscuity,hand,1
cold,doctor,1
grow,pain,1
wart,cure,1
way,Gardasil_vaccine,1
know,speak,1
shoot,human,1
GOP,ObamaCare,1
man,herpes,1
disgust,woman,1
damage,prevent,1
year,battle,3
aware,main,1
infant,UTI,1
I,scream,4
worldwide,rare,1
news,STD,1
great,throat,1
awareness,story,1
article,write,1
shoot,chance,1
post,symptom,1
old,sex,3
I,scare,6
apologize,it,1
ready,lie,1
get,tobacco,2
Bill,state,1
virus,responsible,4
media,episode,1
young,affect,1
kidney,she,1
vaginal,top,1
need,attention,1
ACA,man,1
Gardasil,Perry,10
wake,start,1
research,speak,1
HPV_vaccine,ovarian_cancer,3
perform,watch,1
thing,hoe,1
event,health,1
money,pap,1
current,require,1
real,research,2
cause,tobacco,5
test,bit,1
make,daughter,2
HPV,message,1
dangerous,developer,1
news,provide,1
yall,prostate,1
death,people,1
nigga,aint,1
